0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,4.834090820338492883e-02,9.549150281252627437e-02,1.402907797042950711e-01,1.816356320013401970e-01,2.185080122244104917e-01,2.499999999999999722e-01,2.753361580731582547e-01,2.938926261462365130e-01,3.052124823898887951e-01,3.090169943749473958e-01,3.052124823898887951e-01,2.938926261462365686e-01,2.753361580731583103e-01,2.499999999999999722e-01,2.185080122244105194e-01,1.816356320013402526e-01,1.402907797042950988e-01,9.549150281252630212e-02,4.834090820338496353e-02,3.784366730434149941e-17,-4.834090820338488720e-02,-9.549150281252623274e-02,-1.402907797042950711e-01,-1.816356320013401693e-01,-2.185080122244104917e-01,-2.499999999999999445e-01,-2.753361580731582547e-01,-2.938926261462365130e-01,-3.052124823898887951e-01,-3.090169943749473958e-01,-3.052124823898887951e-01,-2.938926261462365686e-01,-2.753361580731583658e-01,-2.500000000000000000e-01,-2.185080122244105749e-01,-1.816356320013402803e-01,-1.402907797042951543e-01,-9.549150281252634376e-02,-4.834090820338500516e-02
0.000000000000000000e+00,9.194987150091017691e-02,1.816356320013401970e-01,2.668489204277954552e-01,3.454915028125262744e-01,4.156269377774534091e-01,4.755282581475768211e-01,5.237204946142993700e-01,5.590169943749474513e-01,5.805486404630472164e-01,5.877852522924731371e-01,5.805486404630472164e-01,5.590169943749474513e-01,5.237204946142993700e-01,4.755282581475768211e-01,4.156269377774534646e-01,3.454915028125263854e-01,2.668489204277955107e-01,1.816356320013402803e-01,9.194987150091023242e-02,7.198293278059966323e-17,-9.194987150091009365e-02,-1.816356320013401415e-01,-2.668489204277953997e-01,-3.454915028125262189e-01,-4.156269377774534091e-01,-4.755282581475767656e-01,-5.237204946142993700e-01,-5.590169943749474513e-01,-5.805486404630471053e-01,-5.877852522924731371e-01,-5.805486404630472164e-01,-5.590169943749474513e-01,-5.237204946142994810e-01,-4.755282581475768766e-01,-4.156269377774535201e-01,-3.454915028125264409e-01,-2.668489204277955662e-01,-1.816356320013403358e-01,-9.194987150091031569e-02
0.000000000000000000e+00,1.265581407235003841e-01,2.499999999999999722e-01,3.672860295740684733e-01,4.755282581475768211e-01,5.720614028176842503e-01,6.545084971874737256e-01,7.208394201673422597e-01,7.694208842938133897e-01,7.990566526874577358e-01,8.090169943749474513e-01,7.990566526874577358e-01,7.694208842938133897e-01,7.208394201673422597e-01,6.545084971874737256e-01,5.720614028176843613e-01,4.755282581475768766e-01,3.672860295740685843e-01,2.500000000000000555e-01,1.265581407235004674e-01,9.907600726170915977e-17,-1.265581407235002454e-01,-2.499999999999998890e-01,-3.672860295740684178e-01,-4.755282581475767101e-01,-5.720614028176842503e-01,-6.545084971874736146e-01,-7.208394201673422597e-01,-7.694208842938133897e-01,-7.990566526874576248e-01,-8.090169943749474513e-01,-7.990566526874577358e-01,-7.694208842938133897e-01,-7.208394201673423707e-01,-6.545084971874738367e-01,-5.720614028176844723e-01,-4.755282581475769876e-01,-3.672860295740686398e-01,-2.500000000000001665e-01,-1.265581407235005784e-01
0.000000000000000000e+00,1.487780173496579539e-01,2.938926261462365130e-01,4.317706231133891515e-01,5.590169943749474513e-01,6.724985119639572684e-01,7.694208842938133897e-01,8.473975608908425050e-01,9.045084971874736146e-01,9.393474323917527791e-01,9.510565162951535312e-01,9.393474323917527791e-01,9.045084971874737256e-01,8.473975608908426160e-01,7.694208842938133897e-01,6.724985119639573794e-01,5.590169943749475623e-01,4.317706231133892625e-01,2.938926261462366241e-01,1.487780173496580649e-01,1.164708318489092345e-16,-1.487780173496578151e-01,-2.938926261462364020e-01,-4.317706231133890959e-01,-5.590169943749473402e-01,-6.724985119639572684e-01,-7.694208842938132786e-01,-8.473975608908425050e-01,-9.045084971874736146e-01,-9.393474323917526680e-01,-9.510565162951535312e-01,-9.393474323917527791e-01,-9.045084971874737256e-01,-8.473975608908427271e-01,-7.694208842938135007e-01,-6.724985119639574904e-01,-5.590169943749476733e-01,-4.317706231133893735e-01,-2.938926261462367351e-01,-1.487780173496582037e-01
0.000000000000000000e+00,1.564344650402308690e-01,3.090169943749473958e-01,4.539904997395467490e-01,5.877852522924731371e-01,7.071067811865474617e-01,8.090169943749474513e-01,8.910065241883677878e-01,9.510565162951535312e-01,9.876883405951377704e-01,1.000000000000000000e+00,9.876883405951377704e-01,9.510565162951536422e-01,8.910065241883678988e-01,8.090169943749474513e-01,7.071067811865475727e-01,5.877852522924732481e-01,4.539904997395468600e-01,3.090169943749475068e-01,1.564344650402309800e-01,1.224646799147353207e-16,-1.564344650402307302e-01,-3.090169943749472847e-01,-4.539904997395466935e-01,-5.877852522924730261e-01,-7.071067811865474617e-01,-8.090169943749473402e-01,-8.910065241883677878e-01,-9.510565162951535312e-01,-9.876883405951376593e-01,-1.000000000000000000e+00,-9.876883405951377704e-01,-9.510565162951536422e-01,-8.910065241883680098e-01,-8.090169943749475623e-01,-7.071067811865476838e-01,-5.877852522924733591e-01,-4.539904997395469710e-01,-3.090169943749476178e-01,-1.564344650402311188e-01
0.000000000000000000e+00,1.487780173496579816e-01,2.938926261462365686e-01,4.317706231133892070e-01,5.590169943749474513e-01,6.724985119639572684e-01,7.694208842938133897e-01,8.473975608908426160e-01,9.045084971874737256e-01,9.393474323917528901e-01,9.510565162951536422e-01,9.393474323917528901e-01,9.045084971874738367e-01,8.473975608908427271e-01,7.694208842938133897e-01,6.724985119639573794e-01,5.590169943749475623e-01,4.317706231133893180e-01,2.938926261462366796e-01,1.487780173496580649e-01,1.164708318489092592e-16,-1.487780173496578429e-01,-2.938926261462364575e-01,-4.317706231133891515e-01,-5.590169943749473402e-01,-6.724985119639572684e-01,-7.694208842938132786e-01,-8.473975608908426160e-01,-9.045084971874737256e-01,-9.393474323917527791e-01,-9.510565162951536422e-01,-9.393474323917528901e-01,-9.045084971874738367e-01,-8.473975608908428381e-01,-7.694208842938135007e-01,-6.724985119639574904e-01,-5.590169943749476733e-01,-4.317706231133893735e-01,-2.938926261462367906e-01,-1.487780173496582037e-01
0.000000000000000000e+00,1.265581407235003841e-01,2.499999999999999722e-01,3.672860295740684733e-01,4.755282581475768211e-01,5.720614028176842503e-01,6.545084971874737256e-01,7.208394201673422597e-01,7.694208842938133897e-01,7.990566526874577358e-01,8.090169943749474513e-01,7.990566526874577358e-01,7.694208842938133897e-01,7.208394201673422597e-01,6.545084971874737256e-01,5.720614028176843613e-01,4.755282581475768766e-01,3.672860295740685843e-01,2.500000000000000555e-01,1.265581407235004674e-01,9.907600726170915977e-17,-1.265581407235002454e-01,-2.499999999999998890e-01,-3.672860295740684178e-01,-4.755282581475767101e-01,-5.720614028176842503e-01,-6.545084971874736146e-01,-7.208394201673422597e-01,-7.694208842938133897e-01,-7.990566526874576248e-01,-8.090169943749474513e-01,-7.990566526874577358e-01,-7.694208842938133897e-01,-7.208394201673423707e-01,-6.545084971874738367e-01,-5.720614028176844723e-01,-4.755282581475769876e-01,-3.672860295740686398e-01,-2.500000000000001665e-01,-1.265581407235005784e-01
0.000000000000000000e+00,9.194987150091019079e-02,1.816356320013402526e-01,2.668489204277955107e-01,3.454915028125263854e-01,4.156269377774534646e-01,4.755282581475768766e-01,5.237204946142994810e-01,5.590169943749475623e-01,5.805486404630473274e-01,5.877852522924732481e-01,5.805486404630473274e-01,5.590169943749475623e-01,5.237204946142994810e-01,4.755282581475768766e-01,4.156269377774535201e-01,3.454915028125264409e-01,2.668489204277955662e-01,1.816356320013403081e-01,9.194987150091024630e-02,7.198293278059967556e-17,-9.194987150091010752e-02,-1.816356320013401693e-01,-2.668489204277954552e-01,-3.454915028125262744e-01,-4.156269377774534646e-01,-4.755282581475768211e-01,-5.237204946142994810e-01,-5.590169943749475623e-01,-5.805486404630472164e-01,-5.877852522924732481e-01,-5.805486404630473274e-01,-5.590169943749475623e-01,-5.237204946142995921e-01,-4.755282581475769876e-01,-4.156269377774536311e-01,-3.454915028125264964e-01,-2.668489204277956217e-01,-1.816356320013403636e-01,-9.194987150091032957e-02
0.000000000000000000e+00,4.834090820338494271e-02,9.549150281252630212e-02,1.402907797042951266e-01,1.816356320013402803e-01,2.185080122244105749e-01,2.500000000000000555e-01,2.753361580731583658e-01,2.938926261462366241e-01,3.052124823898889061e-01,3.090169943749475068e-01,3.052124823898889061e-01,2.938926261462366796e-01,2.753361580731584213e-01,2.500000000000000555e-01,2.185080122244106027e-01,1.816356320013403081e-01,1.402907797042951543e-01,9.549150281252634376e-02,4.834090820338497740e-02,3.784366730434151174e-17,-4.834090820338490108e-02,-9.549150281252627437e-02,-1.402907797042950988e-01,-1.816356320013402248e-01,-2.185080122244105749e-01,-2.500000000000000555e-01,-2.753361580731583658e-01,-2.938926261462366241e-01,-3.052124823898889061e-01,-3.090169943749475068e-01,-3.052124823898889061e-01,-2.938926261462366796e-01,-2.753361580731584213e-01,-2.500000000000001110e-01,-2.185080122244106304e-01,-1.816356320013403358e-01,-1.402907797042951821e-01,-9.549150281252637151e-02,-4.834090820338501904e-02
